,Event 1,Event 2,Label
5165,"['He', 'sniff', 'around', 'the', 'yard']","['He', 'discover', 'the', 'source', 'of', 'the', 'scent']",1
5166,"['Teddy', 'creep', 'into', 'his', 'parents', 'bedroom']","['He', 'climb', 'into', 'bed', 'with', 'them']",1
5167,"['She', 'grab', 'her', 'umbrella']","['They', 'leave', 'for', 'work']",1
5168,"['He', 'take', 'a', 'few', 'seconds', 'to', 'think']","['He', 'serve', 'the', 'ball']",1
5169,"['I', 'put', 'those', 'pictures', 'onto', 'my', 'computer']","['I', 'upload', 'them', 'to', 'Facebook']",1
5170,"['The', 'mechanic', 'go', 'over', 'the', 'vehicle']","['He', 'cross', 'his', 'fingers']",1
5171,"['Sally', 'decide', 'to', 'visit', 'the', 'bookstore']","['She', 'browse', 'all', 'the', 'books']",1
5172,"['I', 'get', 'a', 'scale']","['I', 'count', 'out', 'one', 'thousand', 'new', 'pennies']",1
5173,"['I', 'look', 'in', 'the', 'mirror']","['I', 'go', 'to', 'the', 'dentist']",1
5174,"['We', 'go', 'to', 'Home', 'Depot']","['We', 'start', 'lay', 'the', 'tile']",1
5175,"['They', 'date', 'for', 'a', 'few', 'years']","['He', 'eventually', 'ask', 'her', 'to', 'marry', 'him']",1
5176,"['She', 'spend', 'all', 'night', 'throwing', 'up']","['She', 'vow', 'to', 'never', 'drink']",1
5177,"['Collin', 'operate', 'a', 'dog', 'grooming', 'business']","['He', 'groom', 'several', 'dogs', 'a', 'day']",1
5178,"['He', 'go', 'to', 'a', 'dog', 'pound']","['They', 'adopt', 'a', 'young', 'black', 'puppy']",1
5179,"['The', 'time', 'finally', 'come']","['I', 'buy', 'my', 'ticket']",1
5180,"['I', 'fall', 'asleep', 'in', 'my', 'car']","['I', 'hear', 'a', 'tapping', 'at', 'my', 'window']",1
5181,"['My', 'teacher', 'walk', 'over', 'to', 'me']","['I', 'take', 'the', 'paper', 'out']",1
5182,"['I', 'lose', 'my', 'bookmarks', 'easily']","['I', 'find', 'Amazon', 'sold', '100', 'bookmark', 'lots']",1
5183,"['He', 'enrol', 'in', 'a', 'pottery', 'class']","['He', 'make', 'a', 'bowl', 'and', 'a', 'vase']",1
5184,"['She', 'paint', 'her', 'nails']","['She', 'paint', 'them', 'a', 'bright', 'red']",1
5185,"['His', 'doctor', 'prescribe', 'a', 'migraine', 'medication']","['They', 'feel', 'better', 'very', 'soon']",1
5186,"['They', 'get', 'to', 'sit']","['They', 'feel', 'much', 'happier', 'today']",1
5187,"['My', 'stomach', 'start', 'to', 'hurt', 'after', 'drinking']","['I', 'go', 'home', 'early']",1
5188,"['I', 'hear', 'the', 'ding']","['I', 'grab', 'the', 'bag']",1
5189,"['She', 'receive', 'her', 'cancer', 'diagnosis']","['She', 'make', 'a', 'bucket', 'list']",1
5190,"['She', 'smoke', 'was', 'overweight']","['She', 'try', 'to', 'stop', 'smoking']",1
5191,"['The', 'board', 'stay', 'by', 'their', 'decision']","['Everyone', 'cope', 'with', 'the', 'change']",1
5192,"['He', 'approach', 'Bob', 'quickly']","['He', 'punch', 'him', 'in', 'the', 'face']",1
5193,"['They', 'throw', 'the', 'football', 'at', 'the', 'tv']","['I', 'ground', 'them', 'for', 'a', 'month']",1
5194,"['I', 'call', 'my', 'boss']","['I', 'quickly', 'hop', 'on', 'my', 'bike']",1
5195,"['I', 'get', 'a', 'flat', 'tire']","['I', 'successfully', 'change', 'the', 'tire']",1
5196,"['The', 'rain', 'start', 'pouring', 'from', 'the', 'sky']","['The', 'kids', 'pull', 'out', 'their', 'umbrellas']",1
5197,"['They', 'go', 'fishing', 'last', 'Sunday']","['He', 'catch', 'a', 'lot', 'of', 'catfish']",1
5198,"['I', 'go', 'to', 'a', 'therapist']","['I', 'no', 'longer', 'overthink', 'things', 'anymore', 'usually']",1
5199,"['The', 'cat', 'walk', 'into', 'the', 'room']","['The', 'couple', 'stare', 'at', 'him', 'worried']",1
5200,"['They', 'push', 'a', 'girl', 'from', 'behind']","['The', 'girl', 'fall', 'down', 'to', 'the', 'ground']",1
5201,"['I', 'run', 'down', 'the', 'road']","['She', 'almost', 'fall', 'on', 'the', 'driveway']",1
5202,"['She', 'start', 'a', 'youtube', 'channel']","['She', 'become', 'an', 'internet', 'sensation']",1
5203,"['Cars', 'try', 'to', 'pull', 'into', 'traffic', 'soon']","['The', 'oncoming', 'cars', 'beep', 'angrily']",1
5204,"['The', 'climbers', 'decide', 'to', 'press', 'on']","['The', 'wind', 'die', 'down']",1
5205,"['He', 'tear', 'his', 'hamstring']","['He', 'begin', 'to', 'hop', 'down', 'the', 'track']",1
5206,"['I', 'just', 'mark', 'that', 'name']","['I', 'leave', 'the', 'rest', 'blank']",1
5207,"['She', 'clean', 'the', 'kitchen', 'her', 'bedroom']","['She', 'clean', 'her', 'bathroom', 'as', 'well']",1
5208,"['She', 'forget', 'to', 'buckle', 'her', 'seat', 'belt']","['She', 'back', 'into', 'a', 'parked', 'car']",1
5209,"['Career', 'day', 'take', 'place', 'in', 'my', 'library']","['The', 'principal', 'make', 'an', 'announcement', 'about', 'lunch']",1
5210,"['The', 'pitcher', 'throw', 'the', 'ball']","['He', 'swing', 'his', 'bat', 'hard']",1
5211,"['The', 'man', 'look', 'out', 'the', 'window']","['He', 'notice', 'that', 'the', 'window', 'was', 'dirty']",1
5212,"['He', 'come', 'across', 'a', 'frog']","['They', 'grab', 'the', 'frog']",1
5213,"['Hoards', 'of', 'shoppers', 'appear', 'on', 'the', 'block']","['She', 'sell', 'everything', 'she', 'had', 'out']",1
5214,"['The', 'ice', 'cream', 'maker', 'whiz', 'around']","['They', 'scoop', 'out', 'several', 'servings']",1
5215,"['The', 'man', 'pick', 'grapes']","['He', 'put', 'them', 'into', 'a', 'bucket']",1
5216,"['Our', 'kitten', 'get', 'out', 'of', 'the', 'house']","['She', 'splash', 'in', 'a', 'mud', 'puddle', 'playfully']",1
5217,"['Fannie', 'decide', 'to', 'try', 'the', 'food']","['She', 'taste', 'the', 'fried', 'twinkie']",1
5218,"['They', 'work', 'up', 'the', 'nerve']","['The', 'neighbor', 'never', 'smile', 'back']",1
5219,"['I', 'go', 'with', 'my', 'friend', 'a', 'cellist']","['The', 'orchestra', 'play', 'Brahms']",1
5220,"['She', 'decide', 'she', 'wanted', 'her', 'face', 'painted']","['She', 'get', 'a', 'tiger', 'on', 'her', 'face']",1
5221,"['He', 'come', 'back', 'to', 'school']","['Several', 'people', 'admire', 'him']",1
5222,"['He', 'go', 'on', 'many', 'dates', 'with', 'girls']","['Only', 'one', 'stick', 'out', 'to', 'him']",1
5223,"['He', 'decide', 'to', 'shelter', 'in', 'place']","['The', 'tornadoes', 'pass', 'far', 'to', 'the', 'South']",1
5224,"['They', 'hydroplane', 'several', 'times']","['They', 'finally', 'decide', 'to', 'get', 'new', 'tires']",1
5225,"['She', 'bring', 'out', 'a', 'large', 'plastic', 'tube']","['They', 'become', 'a', 'bit', 'concerned']",1
5226,"['I', 'pour', 'a', 'glass', 'of', 'wine', 'today']","['I', 'block', 'the', 'taste', 'out']",1
5227,"['They', 'discover', 'that', 'she', 'had', 'hustled', 'them']","['They', 'win', 'every', 'round']",1
5228,"['She', 'run', 'down', 'to', 'her', 'storm', 'cellar']","['They', 'wait', 'in', 'the', 'cellar']",1
5229,"['I', 'get', 'a', 'whiff', 'of', 'pizza']","['I', 'head', 'home', 'with', 'dinner']",1
5230,"['I', 'wake', 'up', 'late']","['They', 'burn', 'my', 'food']",1
5231,"['He', 'start', 'stumbling', 'and', 'puking']","['The', 'party', 'host', 'kick', 'him', 'out']",1
5232,"['She', 'hear', 'water', 'running']","['She', 'check', 'the', 'kitchen', 'and', 'bathrooms']",1
5233,"['He', 'see', 'a', 'deer']","['He', 'carry', 'the', 'deer', 'home']",1
5234,"['His', 'boss', 'find', 'Facebook', 'messages', 'he', 'wrote']","['They', 'end', 'up', 'getting', 'fired']",1
5235,"['He', 'go', 'to', 'the', 'local', 'jewelry', 'store']","['The', 'jeweler', 'show', 'him', 'many', 'different', 'options']",1
5236,"['They', 'go', 'on', 'vacation', 'with', 'friends']","['They', 'feel', 'like', 'everything', 'was', 'overpriced']",1
5237,"['He', 'turn', 'the', 'fan', 'off']","['He', 'look', 'inside', 'the', 'fan']",1
5238,"['The', 'hunter', 'wake', 'up', 'early', 'one', 'morning']","['The', 'hunter', 'excitedly', 'get', 'his', 'materials', 'together']",1
5239,"['I', 'try', 'to', 'pause']","['I', 'come', 'to', 'my', 'senses']",1
5240,"['They', 'inherit', 'a', 'large', 'amount', 'of', 'money']","['They', 'go', 'back', 'to', 'school']",1
5241,"['She', 'find', 'her', 'phone']","['She', 'thank', 'the', 'Saint', 'on', 'FB']",1
5242,"['I', 'walk', 'into', 'my', 'bedroom', 'closet']","['I', 'close', 'the', 'door']",1
5243,"['The', 'security', 'guards', 'check', 'their', 'licenses']","['Everyone', 'manage', 'to', 'get', 'in', 'except', 'Earl']",1
5244,"['He', 'decide', 'to', 'eat', 'some', 'donuts']","['He', 'eat', 'a', 'chocolate', 'donut']",1
5245,"['He', 'pour', 'his', 'soul', 'into', 'the', 'painting']","['They', 'finally', 'see', 'the', 'painting']",1
5246,"['The', 'man', 'insult', 'the', 'woman']","['The', 'woman', 'tell', 'her', 'husband']",1
5247,"['He', 'go', 'through', 'a', 'mud', 'puddle']","['His', 'car', 'get', 'dirty']",1
5248,"['They', 'go', 'to', 'a', 'fancy', 'hotel']","['They', 'order', 'champagne', 'and', 'caviar']",1
5249,"['She', 'write', 'about', 'her', 'daily', 'life']","['Her', 'blog', 'attract', 'millions', 'of', 'readers']",1
5250,"['He', 'design', 'his', 'own', 'website']","['His', 'online', 'offerings', 'become', 'more', 'popular']",1
5251,"['The', 'dentist', 'write', 'her', 'a', 'prescription']","['She', 'head', 'straight', 'to', 'the', 'pharmacy']",1
5252,"['He', 'receive', 'his', 'pay', 'check']","['He', 'take', 'care', 'of', 'all', 'his', 'obligations']",1
5253,"['They', 'get', 'their', 'helmets', 'on']","['They', 'start', 'heading', 'down', 'their', 'street']",1
5254,"['They', 'dream', 'of', 'being', 'an', 'Olympian']","['She', 'practice', 'fencing', 'every', 'day']",1
5255,"['They', 'travel', 'to', 'Korea']","['He', 'experience', 'difficulty', 'trying', 'to', 'speak', 'Korean']",1
5256,"['She', 'go', 'to', 'the', 'bathroom']","['Nothing', 'look', 'wrong', 'with', 'her', 'teeth']",1
5257,"['He', 'assail', 'a', 'woman', 'for', 'her', 'purse']","['The', 'woman', 'however', 'call', 'the', 'police']",1
5258,"['I', 'open', 'the', 'caps']","['I', 'find', 'some', 'that', 'were', 'scented']",1
5259,"['They', 'answer', 'the', 'phone', 'impatiently']","['The', 'tech', 'respond', 'with', 'a', 'sunny', 'hello']",1
5260,"['They', 'interview', 'lots', 'of', 'potential', 'hosts']","['They', 'decide', 'on', 'a', 'budding', 'star']",1
5261,"['He', 'practice', 'dancing', 'every', 'day']","['He', 'take', 'part', 'in', 'a', 'dance', 'competition']",1
5262,"['They', 'stop', 'at', 'a', 'gas', 'station']","['They', 'get', 'a', 'cool', 'drink', 'some', 'directions']",1
5263,"['He', 'invite', 'his', 'new', 'girlfriend', 'over']","['She', 'excuse', 'herself', 'to', 'use', 'the', 'bathroom']",1
5264,"['He', 'check', 'on', 'his', 'brother']","['He', 'go', 'flying', 'in', 'the', 'air']",1
5265,"['I', 'play', 'Spotify', 'on', 'my', 'Kindle']","['I', 'forgot', 'to', 'logout']",1
5266,"['I', 'take', 'adaptive', 'driving', 'lessons']","['I', 'take', 'the', 'road', 'test']",1
5267,"['She', 'end', 'up', 'burning', 'the', 'main', 'course']","['We', 'decide', 'to', 'order', 'pizza']",1
5268,"['They', 'pick', 'up', 'the', 'trinket']","['She', 'take', 'the', 'trinket', 'home']",1
5269,"['Someone', 'steal', 'my', 'car', 'radio']","['I', 'go', 'to', 'a', 'few', 'electronics', 'stores']",1
5270,"['I', 'pick', 'him', 'up', 'in', 'Martinez']","['We', 'drive', 'back', 'to', 'Vallejo']",1
5271,"['I', 'remember', 'that', 'day']","['I', 'always', 'get', 'scared']",1
5272,"['He', 'go', 'to', 'the', 'Beach']","['They', 'arrive', 'back', 'home']",1
5273,"['Kayden', 'drop', 'all', 'of', 'his']","['He', 'scramble', 'to', 'pick', 'them', 'up']",1
5274,"['They', 'study', 'hard', 'for', 'several', 'years']","['She', 'get', 'a', 'job', 'in', 'therapy']",1
5275,"['They', 'go', 'to', 'KFC', 'for', 'some', 'chicken']","['He', 'ask', 'for', 'a', 'spicy', 'chicken', 'sandwich']",1
5276,"['He', 'date', 'her', 'for', 'a', 'long', 'time']","['They', 'fight', 'a', 'lot']",1
5277,"['They', 'make', 'some', 'scary', 'felt', 'puppets']","['He', 'bring', 'them', 'to', 'the', 'preschool']",1
5278,"['He', 'go', 'far', 'grabbing', 'her']","['They', 'finally', 'file', 'a', 'complaint', 'with', 'HR']",1
5279,"['Rocky', 'and', 'the', 'champion', 'face', 'off']","['Rocky', 'knock', 'him', 'out', 'within', 'one', 'minute']",1
5280,"['They', 'go', 'back', 'to', 'the', 'old', 'menu']","['The', 'regular', 'customers', 'voice', 'their', 'approval']",1
5281,"['He', 'move', 'away', 'from', 'his', 'wife']","['We', 'move', 'in', 'together']",1
5282,"['The', 'man', 'plant', 'a', 'new', 'tree']","['The', 'neighbor', 'watch', 'that', 'tree', 'grow']",1
5283,"['He', 'go', 'to', 'his', 'car']","['He', 'notice', 'the', 'headlights', 'were', 'on']",1
5284,"['I', 'come', 'inside', 'for', 'a', 'cool', 'drink']","['I', 'raise', 'my', 'cup']",1
5285,"['They', 'stop', 'himself', 'from', 'choking']","['He', 'take', 'a', 'sip', 'of', 'water']",1
5286,"['He', 'relax', 'on', 'the', 'waves']","['An', 'alligator', 'appear', 'near', 'the', 'boat']",1
5287,"['I', 'start', 'researching', 'charities', 'in', 'the', 'area']","['I', 'find', 'a', 'food', 'bank', 'close', 'by']",1
5288,"['He', 'call', 'out', 'for', 'hours']","['They', 'start', 'to', 'panic']",1
5289,"['She', 'attempt', 'to', 'do', 'a', 'water', 'trick']","['She', 'get', 'a', 'really', 'bad', 'cramp']",1
5290,"['The', 'teacher', 'give', 'the', 'test']","['She', 'make', 'an', 'A', 'on', 'her', 'exam']",1
5291,"['I', 'throw', 'a', 'frisbee', 'down', 'the', 'sand']","['My', 'dog', 'run', 'quickly']",1
5292,"['Kelly', 'move', 'to', 'a', 'new', 'location']","['She', 'go', 'to', 'a', 'new', 'pharmacy']",1
5293,"['He', 'become', 'very', 'poor']","['He', 'lose', 'his', 'house']",1
5294,"['They', 'start', 'to', 'distrust', 'things', 'Seth', 'said']","['He', 'begin', 'to', 'drift', 'away']",1
5295,"['The', 'engine', 'misfire', 'needed', 'to', 'be', 'repaired']","['The', 'repairs', 'cost', 'me', 'about', '500']",1
5296,"['She', 'go', 'to', 'the', 'local', 'casino']","['They', 'head', 'out', 'to', 'the', 'casino', 'floor']",1
5297,"['He', 'pass', 'away', 'three', 'years', 'ago']","['I', 'miss', 'him', 'so', 'much']",1
5298,"['Meagan', 'bounce', 'the', 'ball', 'very', 'high']","['Her', 'kitten', 'jump', 'for', 'the', 'ball']",1
5299,"['They', 'use', 'to', 'be', 'a', 'vegetarian']","['She', 'stray', 'from', 'the', 'lifestyle']",1
5300,"['The', 'doctor', 'wrap', 'her', 'leg']","['Her', 'leg', 'heal', 'well']",1
5301,"['They', 'get', 'a', 'bit', 'carried', 'away']","['He', 'wind', 'up', 'crashing', 'into', 'another', 'boat']",1
5302,"['They', 'manage', 'to', 'hit', 'multiple', 'runs']","['They', 'manage', 'to', 'help', 'the', 'team', 'win']",1
5303,"['Her', 'teacher', 'catch', 'her', 'reading', 'the', 'magazine']","['The', 'teacher', 'throw', 'away', 'Jill', 's', 'magazine']",1
5304,"['The', 'man', 'put', 'on', 'his', 'suit']","['He', 'walk', 'into', 'the', 'loan', 'officers', 'office']",1
5305,"['His', 'leg', 'swell', 'up']","['They', 'go', 'to', 'the', 'hospital']",1
5306,"['Christian', 'decide', 'to', 'buy', 'some', 'peanuts']","['He', 'snack', 'on', 'them', 'all', 'day']",1
5307,"['He', 'rush', 'out', 'to', 'met', 'his', 'friends']","['They', 'collect', 'candy', 'and', 'treats']",1
5308,"['Skip', 'go', 'gambling', 'in', 'vegas']","['He', 'try', 'his', 'hand', 'at', 'some', 'poker']",1
5309,"['They', 'make', 'matching', 'shirts']","['The', 'all', 'meet', 'downtown']",1
5310,"['My', 'neighbor', 'bring', 'over', 'fresh', 'bread']","['I', 'happily', 'eat', 'the', 'delicious', 'bread']",1
5311,"['They', 'share', 'a', 'tablet']","['They', 'lose', 'the', 'tablet', 'in', 'the', 'house']",1
5312,"['They', 'wear', 'coconut', 'bras']","['They', 'dance', 'to', 'a', 'country', 'song']",1
5313,"['The', 'guest', 'ask', 'for', 'more', 'time']","['The', 'guest', 'ignore', 'him']",1
5314,"['We', 'live', 'near', 'a', 'Jewish', 'deli']","['I', 'eat', 'my', 'first', 'bagel']",1
5315,"['I', 'realize', 'most', 'people', 'are', 'simply', 'ignorant']","['My', 'posts', 'become', 'more', 'inflammatory', 'and', 'frustrated']",1
5316,"['They', 'stop', 'at', 'a', 'car', 'parts', 'store']","['She', 'find', 'the', 'proper', 'sized', 'blades']",1
5317,"['Her', 'co', 'workers', 'make', 'water', 'balloons']","['She', 'get', 'into', 'a', 'water', 'balloon', 'fight']",1
5318,"['She', 'take', 'up', 'knitting']","['She', 'make', 'a', 'few', 'blankets']",1
5319,"['Years', 'of', 'chasing', 'fly', 'around', 'the', 'house']","['He', 'never', 'catch', 'them']",1
5320,"['The', 'man', 'spin', 'out', 'his', 'tires']","['He', 'call', 'his', 'wife']",1
5321,"['He', 'start', 'eating', 'healthy', 'food']","['He', 'feel', 'a', 'good', 'difference']",1
5322,"['She', 'go', 'into', 'the', 'yard']","['She', 'run', 'straight', 'for', 'the', 'kitten']",1
5323,"['They', 'wait', 'in', 'line', 'for', 'three', 'days']","['They', 'meet', 'the', 'president']",1
5324,"['The', 'resident', 'strike', 'the', 'concierge']","['The', 'police', 'arrest', 'the', 'resident']",1
5325,"['He', 'take', 'his', 'sneakers', 'off']","['Lots', 'of', 'sand', 'fall', 'out']",1
5326,"['He', 'lose', 'his', 'grip', 'a', 'bit']","['They', 'fall', 'off', 'the', 'latter']",1
5327,"['I', 'start', 'a', 'collection', 'of', 'salts']","['I', 'soon', 'buy', 'about', 'twenty', 'varieties']",1
5328,"['She', 'pay', 'for', 'postage']","['The', 'postal', 'employee', 'hand', 'Danielle', 'a', 'receipt']",1
5329,"['I', 'really', 'enjoy', 'listening', 'to', 'the', 'music']","['I', 'start', 'working', 'faster', 'and', 'more', 'efficiently']",1
5330,"['She', 'go', 'to', 'the', 'coffee', 'shop']","['She', 'ask', 'for', 'something', 'new']",1
5331,"['The', 'couple', 'work', 'out']","['The', 'woman', 'feel', 'dizzy']",1
5332,"['Three', 'of', 'the', 'students', 'refuse', 'the', 'assignment']","['The', 'students', 'begrudgingly', 'complete', 'their', 'assignment']",1
5333,"['He', 'go', 'to', 'the', 'fishmonger']","['He', 'buy', 'the', 'bass']",1
5334,"['The', 'man', 'play', 'a', 'game']","['He', 'lose', 'to', 'his', 'friend']",1
5335,"['The', 'tiger', 'swipe', 'at', 'him']","['They', 'cry', 'in', 'pain']",1
5336,"['They', 'drive', 'down', 'rough', 'roads']","['The', 'jeep', 'break', 'down']",1
5337,"['He', 'arrive', 'at', 'home']","['He', 'eat', 'a', 'large', 'meal']",1
5338,"['They', 'fail', 'to', 'open']","['Her', 'instruct', 'saved', 'her']",1
5339,"['They', 'apply', 'for', 'admissions', 'into', 'school']","['She', 'try', 'to', 'be', 'patient']",1
5340,"['My', 'beeper', 'fail', 'on', 'me']","['I', 'put', 'in', 'new', 'batteries']",1
5341,"['He', 'go', 'into', 'a', 'gas', 'station']","['He', 'see', 'a', 'sign', 'for', 'the', 'lottery']",1
5342,"['Her', 'mother', 'buy', 'her', 'fancy', 'running', 'shoes']","['The', 'children', 'laugh', 'at', 'her', 'new', 'shoes']",1
5343,"['They', 'choose', 'to', 'eat', 'ribs', 'during', 'lunch']","['He', 'drop', 'one', 'on', 'his', 'suit']",1
5344,"['I', 'get', 'ready', 'and', 'dressed']","['I', 'go', 'for', 'a', 'walk']",1
5345,"['No', 'one', 'claim', 'him']","['They', 'decide', 'to', 'adopt', 'the', 'dog']",1
5346,"['The', 'girls', 'go', 'to', 'the', 'pond']","['They', 'catch', 'a', 'giant', 'frog']",1
5347,"['They', 'decide', 'to', 'do', 'push', 'ups']","['He', 'lose', 'some', 'weight']",1
5348,"['She', 'tell', 'her', 'manager']","['The', 'manager', 'call', 'the', 'bank']",1
5349,"['She', 'hear', 'a', 'noise', 'in', 'the', 'bushes']","['She', 'begin', 'walking', 'faster', 'to', 'her', 'house']",1
5350,"['They', 'get', 'to', '10', 'points']","['His', 'sister', 'win', 'the', 'match']",1
5351,"['I', 'reach', 'into', 'my', 'pocket']","['I', 'feel', 'two', 'pieces']",1
5352,"['He', 'start', 'feeling', 'sick']","['He', 'go', 'back', 'inside']",1
5353,"['They', 'recently', 'buy', 'a', 'mountain', 'bike']","['He', 'take', 'good', 'care', 'of', 'his', 'bike']",1
5354,"['I', 'fall', 'into', 'a', 'deep', 'sleep']","['I', 'hear', 'a', 'roar']",1
5355,"['A', 'hunter', 'approach', 'them']","['They', 'rush', 'behind', 'a', 'tree']",1
5356,"['They', 'buy', 'a', 'gym', 'membership']","['She', 'meet', 'her', 'personal', 'trainer']",1
